rating,text,date,trip_type,date_status,gpt_sentiment,predicted_roberta
5,"This is a tiny museum located in a beautifully , restored mansion.It was almost empty and we had lots of time to soak up the atmosphere of the place.  Being cat lovers we enjoyed the various artworks and the small but cute shop.",Apr 2015,Friends,date_with_label,正面,正面
3,"An interesting and quirky collection of cat objects/posters/paintings etc. The building itself is very beautiful and nice to see inside. The museum is dedicated to one mans cat and everything cat related! It would have been better to have had a pamphlet/guide or captions that were in English so that I could understand more about some of the objects. We were only inside for around 20mins. That said, I thought it was a bit pricey considering the size and execution of the exhibits.",Apr 2015,Friends,date_with_label,中立,正面
4,"I enjoyed a lot the visit.You can see different cat things;paintings,photos,sculptures,etc. Also you can see alive cats,sleeping on a couch or just passing by. The museum has a lovely view also! Loved the atmosphere there!",Apr 2015,Friends,date_with_label,正面,正面
4,"Perfect place for cat lovers. Me and my husband went to visit this Cat place, on arrival they have two kitties in the shop that are very friendly and also sleepy ha ha.Entrance is 7euros ,but its worth it. Every single thing in this house is dedicated to cats. From games, statues,photos and art. Loved it. It is very small which is a shame, but not busy at all.",Feb 2015,Couples,date_with_label,正面,正面
5,"A great little museum for cat lovers.  Full of cat art, statues, and other cat paraphernalia...there are even five real cats living here.  We loved it.",Mar 2015,Couples,date_with_label,正面,正面
4,I liked the artwork and pieces in general and I am happy to pay 7€. I understand that many people complain about the size. I like it very much though!,Mar 2015,Couples,date_with_label,正面,正面
5,"If you like cats, pay it a visit. If you don't like cats, then why not! ;-)Not expect anything sensational, but if all else fails, just play with the kitten!",Mar 2015,Couples,date_with_label,正面,中立
4,A unique in experience... in a good way. Probably the biggest collection of cat paintings and art on display in Europe - if not the world. My girlfriend (a cat owner) particularly liked stroking one of the cats who lived there. Overall it's pretty good value for money and worth visiting if you've already checked off the other big name attractions and museums that the city has on offer. The only negative is that the gift shop could do with more variety of items for sale.,Mar 2015,Couples,date_with_label,正面,正面
3,"This is a very small ""museum"" in a lovely home on one of the canals.  Mostly posters adorned the walls and a few pieces of art with cats.  There were old photos and children's cat drawings.  At least 3 live cats adorned the chairs languidly.  The posters were pretty cool, and apparently JP Morgan spent some time in Amsterdam and brought cats with him as there was a leather bound traveling kitty litter antique on display.  Enough to pay money to go?  Probably not when there is such a plethora of other places to go.  Though, I am a cat lover.",Mar 2015,Solo,date_with_label,中立,正面
2,"As a cat lover, I was excited about this, but it was disappointing. It's basically the second floor of a beautiful old canal house with a bunch of cat art. The art is eclectic and interesting, but there was no information in English about the history of the house, it's owner, or the art. We heard a cat meowing on the third floor, but the stairs were blocked off so we couldn't go up. If you're a cat lover, check out the Cat Boat (de Pouzenboot (sp?)) instead. It's a cat shelter on a canal houseboat. You can visit with the kitties, leave a donation, and get one of their cute t-shirts.",Feb 2015,Friends,date_with_label,負面,負面
5,"We really enjoyed our visit to the cat museum, if your a cat lover and/or you like art you should enjoy visiting here! Lovely old building on the side of the canal.",Nov 2014,Couples,date_with_label,正面,正面
1,"The cat museum was for me uninspiring, dismal and almost a feeling of a funeral parlour  for feline reverence,'  Not a happy cat vibe, but  a sombre, bizarre depiction and with  a strange video display. Although a penchant for cats, I did not freely experience any love of cats or any emotional bonding with the idea of owning one.The entrance cost is high at 6 euros, I found the staff disinterested, not connected that you may be in the place to interact with them, thus devoid of any welcome or warmth. No memento or scrapbook tickets exchanged you could get something in the cat shop.It gave me a need for something to lift my spirits, a large ' Kibbeling  and a ' Beertje' (Albert Cuijpstraat)",Jan 2015,Friends,date_with_label,負面,負面
